date,impressions reçues,impressions prises,revenu,key,inventaire,fillRate,cpm,site,emplacement,position,format,annonceur,impressions envoyees,discrepencies,impressions facturables,campagne
2017/03/21,1126,386,0.13,529906-2,AMS Market Place,34.28%,0.34,Le Sport Dauphinois,LeSportDauphinois_728x90_ATF_RG,Haut,728 x 90,Rubicon,1207,6.71%,ND,ND
2017/03/21,1402,457,0.13,477700-15,AMS Market Place,32.60%,0.28,Rugby Amateur,RugbyAmateur_300x250_RG_ATF,Haut,300 x 250,Rubicon,1450,3.31%,ND,ND
2017/03/21,4837,915,0.12,394166-15,AMS Market Place,18.92%,0.13,Hockey Hebdo,HockeyHebdo_300x250_RG_BTF,Bas,300 x 250,Rubicon,5007,3.40%,ND,ND
2017/03/21,18248,770,0.12,477712-43,AMS Market Place,4.22%,0.16,Rugby Amateur,RugbyAmateur_320x50_MOB-ATF,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/21,512,493,0.12,591326-2,AMS Market Place,96.29%,0.24,Track and Life,TrackAndLife_728x90_BTF_RG,Bas,728 x 90,Rubicon,532,3.76%,ND,ND
2017/03/21,867,402,0.1,529906-15,AMS Market Place,46.37%,0.25,Le Sport Dauphinois,LeSportDauphinois_300x250_ATF_RG,Haut,300 x 250,Rubicon,838,-3.46%,ND,ND
2017/03/21,144,83,0.1,393766-10,AMS Market Place,57.64%,1.2,Trimes,Trimes_300x250_RG_ATF,Haut,300 x 600,Rubicon,90,-60.00%,ND,ND
2017/03/21,229,139,0.09,395240-57,AMS Market Place,60.70%,0.65,Mango Surf,MangoSurf_728x90_RG_ATF,Haut,970 x 250,Rubicon,268,14.55%,ND,ND
2017/03/21,1129,224,0.09,569746-2,AMS Market Place,19.84%,0.4,Plongeur,Plongeur_728x90_RG_ATF,Haut,728 x 90,Rubicon,NA,NA,ND,ND
2017/03/21,160,87,0.09,595708-57,AMS Market Place,54.38%,1.03,Allo Surf,AlloSurf_728x90_RG_ATF,Haut,970 x 250,Rubicon,NA,NA,ND,ND
2017/03/21,212,125,0.08,395240-10,AMS Market Place,58.96%,0.64,Mango Surf,MangoSurf_300x250_RG_ATF,Haut,300 x 600,Rubicon,223,4.93%,ND,ND
2017/03/21,800,121,0.07,392430-57,AMS Market Place,15.13%,0.58,Actu Rugby,ActuRugby_728x90_RG_ATF,Haut,970 x 250,Rubicon,841,4.88%,ND,ND
2017/03/21,830,793,0.06,595706-2,AMS Market Place,95.54%,0.08,Actu Rugby,ActuRugby_728x90_RG_ATF,Haut,728 x 90,Rubicon,792,-4.80%,ND,ND
2017/03/21,174,104,0.06,393766-2,AMS Market Place,59.77%,0.58,Trimes,Trimes_728x90_RG_ATF,Haut,728 x 90,Rubicon,187,6.95%,ND,ND
2017/03/21,1972,377,0.05,477712-15,AMS Market Place,19.12%,0.13,Rugby Amateur,RugbyAmateur_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/21,2586,1340,0.05,413522-15,AMS Market Place,51.82%,0.04,Hockey Hebdo,HockeyHebdo_300x250_RG_2_BTF,STF,300 x 250,Rubicon,2653,2.53%,ND,ND
2017/03/21,661,156,0.05,392430-2,AMS Market Place,23.60%,0.32,Actu Rugby,ActuRugby_728x90_RG_ATF,Haut,728 x 90,Rubicon,679,2.65%,ND,ND
2017/03/21,362,277,0.04,523406-15,AMS Market Place,76.52%,0.14,Allez Marseille,AllezMarseille_300x250_ATF_RG,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/21,719,213,0.04,456350-15,AMS Market Place,29.62%,0.19,Track and Life,TrackAndLife_300x250_BTF_RG,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/21,706,232,0.04,523406-43,AMS Market Place,32.86%,0.17,Allez Marseille,AllezMarseille_320x50_ATF_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/21,681,47,0.03,393178-15,AMS Market Place,6.90%,0.64,Allo Surf,AlloSurf_300x250_RG_ATF,Haut,300 x 250,Rubicon,698,2.44%,ND,ND
2017/03/21,2739,192,0.03,394400-43,AMS Market Place,7.01%,0.16,Handnews,Mobile-Handnews-320x50,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/21,134,45,0.03,393466-2,AMS Market Place,33.58%,0.67,Surf Prevention,SurfPrevention_728x90_RG_ATF,Haut,728 x 90,Rubicon,176,23.86%,ND,ND
2017/03/21,462,65,0.03,497122-2,AMS Market Place,14.07%,0.46,Rugby Amateur,RugbyAmateur_728x90_RG_ATF,Haut,728 x 90,Rubicon,461,-0.22%,ND,ND
2017/03/21,139,28,0.02,392880-10,AMS Market Place,20.14%,0.71,Parce Que Toulon,ParceQueToulon_300x250_RG_ATF,Haut,300 x 600,Rubicon,150,7.33%,ND,ND
2017/03/21,572,175,0.02,477702-15,AMS Market Place,30.59%,0.11,Rugby Amateur,RugbyAmateur_300x250_RG_BTF,Bas,300 x 250,Rubicon,603,5.14%,ND,ND
2017/03/21,359,301,0.02,471998-15,AMS Market Place,83.84%,0.07,DZFoot,DZFoot_300x250_RG_BTF,Bas,300 x 250,Rubicon,563,36.23%,ND,ND
2017/03/21,749,96,0.01,456350-43,AMS Market Place,12.82%,0.1,Track and Life,TrackAndLife_320x50_BTF_RG,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/21,417,20,0.01,393178-2,AMS Market Place,4.80%,0.5,Allo Surf,AlloSurf_728x90_RG_ATF,Haut,728 x 90,Rubicon,430,3.02%,ND,ND
2017/03/21,115,22,0.01,523402-57,AMS Market Place,19.13%,0.45,Allez Marseille,AllezMarseille_728x90_ATF_RG,Haut,970 x 250,Rubicon,475,75.79%,ND,ND
2017/03/21,158,49,0.01,395240-2,AMS Market Place,31.01%,0.2,Mango Surf,MangoSurf_728x90_RG_ATF,Haut,728 x 90,Rubicon,90,-75.56%,ND,ND
2017/03/21,32,15,0.01,393368-10,AMS Market Place,46.88%,0.67,Rugbyto,Rugbyto_300x250_RG_ATF,Haut,300 x 600,Rubicon,34,5.88%,ND,ND
2017/03/21,82,40,0.01,395240-15,AMS Market Place,48.78%,0.25,Mango Surf,MangoSurf_300x250_RG_ATF,Haut,300 x 250,Rubicon,87,5.75%,ND,ND
2017/03/21,32,12,0.01,393368-57,AMS Market Place,37.50%,0.83,Rugbyto,Rugbyto_728x90_RG_ATF,Haut,970 x 250,Rubicon,34,5.88%,ND,ND
2017/03/21,391,219,0.01,529908-15,AMS Market Place,56.01%,0.05,Le Sport Dauphinois,LeSportDauphinois_300x250_BTF_RG,Bas,300 x 250,Rubicon,407,3.93%,ND,ND
2017/03/21,211,81,0.01,569748-12,AMS Market Place,38.39%,0.12,Plongeur,Plongeur_120x240_RG_BTF,Bas,120 x 240,Rubicon,NA,NA,ND,ND
2017/03/21,74,12,0.01,523402-10,AMS Market Place,16.22%,0.83,Allez Marseille,AllezMarseille_300x250_ATF_RG,Haut,300 x 600,Rubicon,127,41.73%,ND,ND
2017/03/21,108,26,0.01,392880-15,AMS Market Place,24.07%,0.38,Parce Que Toulon,ParceQueToulon_300x250_RG_ATF,Haut,300 x 250,Rubicon,111,2.70%,ND,ND
2017/03/21,171,146,0.01,595708-15,AMS Market Place,85.38%,0.07,Allo Surf,AlloSurf_300x250_RG_ATF,Haut,300 x 250,Rubicon,184,7.07%,ND,ND
2017/03/21,72,61,0,595708-2,AMS Market Place,84.72%,0,Allo Surf,AlloSurf_728x90_RG_ATF,Haut,728 x 90,Rubicon,73,1.37%,ND,ND
2017/03/21,93,87,0,587624-15,AMS Market Place,93.55%,0,DZFoot,DZFoot_300x250_RG_ATF,Haut,300 x 250,Rubicon,283,67.14%,ND,ND
2017/03/21,28,22,0,392892-10,AMS Market Place,78.57%,0,Parce Que Toulon,ParceQueToulon_300x250_RG_BTF,Bas,300 x 600,Rubicon,33,15.15%,ND,ND
2017/03/21,54,8,0,523436-57,AMS Market Place,14.81%,0,Nantes Direct,NantesDirect_728x90_ATF_RG,Haut,970 x 250,Rubicon,58,6.90%,ND,ND
2017/03/21,34,16,0,393766-15,AMS Market Place,47.06%,0,Trimes,Trimes_300x250_RG_ATF,Haut,300 x 250,Rubicon,61,44.26%,ND,ND
2017/03/21,51,7,0,523436-10,AMS Market Place,13.73%,0,Nantes Direct,NantesDirect_300x250_ATF_RG,Haut,300 x 600,Rubicon,55,7.27%,ND,ND
2017/03/21,30,30,0,456346-2,AMS Market Place,100.00%,0,Track And Life,TrackAndLife_728x90_ATF_RG,Haut,728 x 90,Rubicon,30,0.00%,ND,ND
2017/03/21,29,6,0,456346-10,AMS Market Place,20.69%,0,Track and Life,TrackAndLife_300x600_ATF_RG,Haut,300 x 600,Rubicon,29,0.00%,ND,ND
2017/03/21,235,46,0,523404-2,AMS Market Place,19.57%,0,Allez Marseille,AllezMarseille_728x90_BTF_RG,Bas,728 x 90,Rubicon,266,11.65%,ND,ND
2017/03/21,152,20,0,395364-43,AMS Market Place,13.16%,0,Mango Surf,MangoSurf_320x50_MOB_ATF,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/21,58,37,0,523402-15,AMS Market Place,63.79%,0,Allez Marseille,AllezMarseille_300x250_RG_ATF,Haut,300 x 250,Rubicon,62,6.45%,ND,ND
2017/03/21,34,4,0,456346-57,AMS Market Place,11.76%,0,Track and Life,TrackAndLife_728x90_ATF_RG,Haut,970 x 250,Rubicon,35,2.86%,ND,ND
2017/03/21,238,106,0,571448-12,AMS Market Place,44.54%,0,Plongeur,Plongeur_120x240_RG_ATF,Haut,120 x 240,Rubicon,NA,NA,ND,ND
2017/03/21,8,3,0,420432-57,AMS Market Place,37.50%,0,FFTT,FFTT_728x90_RG_ATF,Haut,970 x 250,Rubicon,NA,NA,ND,ND
2017/03/21,46,30,0,523438-2,AMS Market Place,65.22%,0,Nantes Direct,NantesDirect_728x90_BTF_RG,Bas,728 x 90,Rubicon,50,8.00%,ND,ND
2017/03/21,89,36,0,523402-2,AMS Market Place,40.45%,0,Allez Marseille,AllezMarseille_728x90_RG_ATF,Haut,728 x 90,Rubicon,93,4.30%,ND,ND
2017/03/21,20,14,0,595706-10,AMS Market Place,70.00%,0,Actu Rugby,ActuRugby_300x250_RG_ATF,Haut,300 x 600,Rubicon,NA,NA,ND,ND
2017/03/21,7,3,0,391854-10,AMS Market Place,42.86%,0,180 Back,180Back_300x250_RG_ATF,Haut,300 x 600,Rubicon,5,-40.00%,ND,ND
2017/03/21,42,7,0,523452-43,AMS Market Place,16.67%,0,Nantes Direct,NantesDirect_320x50_ATF_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/21,111,58,0,569746-12,AMS Market Place,52.25%,0,Plongeur,Plongeur_120x240_RG_ATF,Haut,120 x 240,Rubicon,NA,NA,ND,ND
2017/03/21,22,6,0,456346-15,AMS Market Place,27.27%,0,Track And Life,TrackAndLife_300x250_ATF_RG,Haut,300 x 250,Rubicon,23,4.35%,ND,ND
2017/03/21,45,33,0,523436-2,AMS Market Place,73.33%,0,Nantes Direct,NantesDirect_728x90_ATF_RG,Haut,728 x 90,Rubicon,46,2.17%,ND,ND
2017/03/21,41,4,0,523436-15,AMS Market Place,9.76%,0,Nantes Direct,NantesDirect_300x250_ATF_RG,Haut,300 x 250,Rubicon,44,6.82%,ND,ND
2017/03/21,6,1,0,420432-15,AMS Market Place,16.67%,0,FFTT,FFTT_300x250_RG_ATF,Haut,300 x 250,Rubicon,6,0.00%,ND,ND
2017/03/21,4,2,0,391854-15,AMS Market Place,50.00%,0,180 Back,180Back_300x250_RG_ATF,Haut,300 x 250,Rubicon,4,0.00%,ND,ND
2017/03/21,15,5,0,523452-15,AMS Market Place,33.33%,0,Nantes Direct,NantesDirect_300x250_ATF_MOB,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/21,3,1,0,391854-57,AMS Market Place,33.33%,0,180 Back,180Back_728x90_RG_ATF,Haut,970 x 250,Rubicon,1,-200.00%,ND,ND
2017/03/21,5,4,0,391890-15,AMS Market Place,80.00%,0,180 Back,180Back_300x250_RG_BTF,Bas,300 x 250,Rubicon,4,-25.00%,ND,ND
2017/03/21,36,19,0,571450-12,AMS Market Place,52.78%,0,Plongeur,Plongeur_120x240_RG_BTF,Bas,120 x 240,Rubicon,NA,NA,ND,ND
2017/03/21,20,1,0,393368-2,AMS Market Place,5.00%,0,Rugbyto,Rugbyto_728x90_RG_ATF,Haut,728 x 90,Rubicon,20,0.00%,ND,ND
2017/03/21,27,14,0,571452-12,AMS Market Place,51.85%,0,Plongeur,Plongeur_120x240_RG_BTF,Bas,120 x 240,Rubicon,NA,NA,ND,ND
2017/03/21,2,2,0,595704-2,AMS Market Place,100.00%,0,8,9,10,11,12,2,0.00%,ND,ND
2017/03/21,12584,0,0,392902-68,AMS Market Place,0%,NA,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/21,4,0,0,391854-68,AMS Market Place,0%,NA,180 Back,180Back_Habillage_RG_ATF,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/21,226,0,0,392430-68,AMS Market Place,0%,NA,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/21,23573,0,0,471996-68,AMS Market Place,0%,NA,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/21,6,0,0,420432-10,AMS Market Place,0%,NA,FFTT,FFTT_300x250_RG_ATF,Haut,300 x 600,Rubicon,NA,NA,ND,ND
2017/03/21,2001,0,0,452900-15,AMS Market Place,0%,NA,Footpack,Footpack_300x250_ATF_RG,Haut,300 x 250,Rubicon,1995,-0.30%,ND,ND
2017/03/21,2597,0,0,529910-43,AMS Market Place,0%,NA,Le Sport Dauphinois,LeSportDauphinois_320x50_MOB_ATF,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/21,5,0,0,420432-2,AMS Market Place,0%,NA,FFTT,FFTT_728x90_RG_ATF,Haut,728 x 90,Rubicon,5,0.00%,ND,ND
2017/03/21,2,0,0,391854-2,AMS Market Place,0%,NA,180 Back,180Back_728x90_RG_ATF,Haut,728 x 90,Rubicon,2,0.00%,ND,ND
2017/03/21,1995,0,0,452900-10,AMS Market Place,0%,NA,Footpack,Footpack_300x250_ATF_RG,Haut,300 x 600,Rubicon,1941,-2.78%,ND,ND
2017/03/21,1,0,0,393188-68,AMS Market Place,0%,NA,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/21,2,0,0,595704-57,AMS Market Place,0%,NA,8,9,10,11,12,NA,NA,ND,ND
2017/03/21,3202,0,0,540566-43,AMS Market Place,0%,NA,Trimes,Trimes_320x50_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/21,14466,0,0,454952-68,AMS Market Place,0%,NA,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/22,33298,17096,16.42,395228-10,AMS Market Place,51.34%,0.96,Le Rugbynistere,Rugbynistere_300x250_RG_ATF,Haut,300 x 600,Rubicon,34279,2.86%,ND,ND
2017/03/22,35750,30835,11.63,395230-15,AMS Market Place,86.25%,0.38,Le Rugbynistere,Rugbynistere_300x250_RG_BTF,Bas,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/22,24387,9854,8.03,395228-57,AMS Market Place,40.41%,0.81,Le Rugbynistere,Rugbynistere_728x90_RG_ATF,Haut,970 x 250,Rubicon,27071,9.91%,ND,ND
2017/03/22,34647,28379,7.3,395230-2,AMS Market Place,81.91%,0.26,Le Rugbynistere,Rugbynistere_728x90_RG_BTF,Bas,728 x 90,Rubicon,NA,NA,ND,ND
2017/03/22,40874,34786,6.07,444938-15,AMS Market Place,85.11%,0.17,Le Rugbynistere,Rugbynistere_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/22,49866,24042,5.84,394466-15,AMS Market Place,48.21%,0.24,Le Rugbynistere,Rugbynistere_300x250_MOB,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/22,10615,5145,5.65,392902-10,AMS Market Place,48.47%,1.1,8,9,10,11,12,NA,NA,ND,ND
2017/03/22,35170,13573,4.95,497124-15,AMS Market Place,38.59%,0.36,Rugby Amateur,RugbyAmateur_320x50_RG_BTF-article,Bas,300 x 250,Rubicon,35429,0.73%,ND,ND
2017/03/22,10286,5174,4.87,392902-57,AMS Market Place,50.30%,0.94,Les Violets,AllezTFC_728x90_RG_ATF,Haut,970 x 250,Rubicon,11018,6.64%,ND,ND
2017/03/22,19897,6590,4.47,490612-15,AMS Market Place,33.12%,0.68,Mercato Football Club,MercatoFC_300x250_RG_BTF,Bas,300 x 250,Rubicon,20739,4.06%,ND,ND
2017/03/22,25588,5968,4.35,460206-57,AMS Market Place,23.32%,0.73,Football Club de Marseille,FCMarseille_728x90_RG_ATF,Haut,970 x 250,Rubicon,27190,5.89%,ND,ND
2017/03/22,30020,11832,4.02,472004-15,AMS Market Place,39.41%,0.34,DZFOOT,DZFoot_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/22,13107,3597,3.82,393188-10,AMS Market Place,27.44%,1.06,Rugby Transferts,RugbyTransferts_300x250_RG_ATF,Haut,300 x 600,Rubicon,14231,7.90%,ND,ND
2017/03/22,11694,3631,3.66,393322-57,AMS Market Place,31.05%,1.01,Cahiers du Football,CahierDuFootball_728x90_RG_ATF,Haut,970 x 250,Rubicon,13195,11.38%,ND,ND
2017/03/22,9445,3568,3.61,393322-10,AMS Market Place,37.78%,1.01,Cahiers du Football,CahierDuFootball_300x250_RG_ATF,Haut,300 x 600,Rubicon,10266,8.00%,ND,ND
2017/03/22,10616,9965,3.5,471998-10,AMS Market Place,93.87%,0.35,DZFoot,DZFoot_300x250_RG_BTF,Bas,300 x 600,Rubicon,11253,5.66%,ND,ND
2017/03/22,25143,13758,3.24,598040-15,AMS Market Place,54.72%,0.24,8,9,10,11,12,NA,NA,ND,ND
2017/03/22,13836,6846,3.11,393210-10,AMS Market Place,49.48%,0.45,Rugby Transferts,RugbyTransferts_300x250_RG_BTF,Bas,300 x 600,Rubicon,14682,5.76%,ND,ND
2017/03/22,15768,8137,3.1,395228-15,AMS Market Place,51.60%,0.38,Le Rugbynistere,Rugbynistere_300x250_RG_ATF,Haut,300 x 250,Rubicon,16202,2.68%,ND,ND
2017/03/22,8051,3230,3.07,471996-10,AMS Market Place,40.12%,0.95,DZFoot,DZFoot_300x250_RG_ATF,Haut,300 x 600,Rubicon,8339,3.45%,ND,ND
2017/03/22,12179,6907,2.81,392902-15,AMS Market Place,56.71%,0.41,Les Violets,AllezTFC_300x250_RG_ATF,Haut,300 x 250,Rubicon,11363,-7.18%,ND,ND
2017/03/22,15809,10615,2.75,413522-10,AMS Market Place,67.15%,0.26,Hockey Hebdo,HockeyHebdo_300x250_RG_2_BTF,STF,300 x 600,Rubicon,15565,-1.57%,ND,ND
2017/03/22,15001,9347,2.72,393342-15,AMS Market Place,62.31%,0.29,Cahiers du Football,CahierDuFootball_300x250_RG_BTF,Bas,300 x 250,Rubicon,15849,5.35%,ND,ND
2017/03/22,11346,10505,2.42,471998-2,AMS Market Place,92.59%,0.23,DZFoot,DZFoot_728x90_RG_BTF,Bas,728 x 90,Rubicon,12087,6.13%,ND,ND
2017/03/22,13768,8075,2.38,477702-2,AMS Market Place,58.65%,0.29,Rugby Amateur,RugbyAmateur_728x90_RG_BTF,Bas,728 x 90,Rubicon,14089,2.28%,ND,ND
2017/03/22,14825,5839,2.37,394166-10,AMS Market Place,39.39%,0.41,8,9,10,11,12,NA,NA,ND,ND
2017/03/22,6372,1803,2.22,394154-57,AMS Market Place,28.30%,1.23,Hockey Hebdo,HockeyHebdo_728x90_RG_ATF,Haut,970 x 250,Rubicon,6865,7.18%,ND,ND
2017/03/22,27175,2881,1.85,473098-15,AMS Market Place,10.60%,0.64,Football Club de Marseille,FCMarseille_300x250_article_ATF,Haut,300 x 250,Rubicon,28435,4.43%,ND,ND
2017/03/22,20841,1927,1.84,394008-10,AMS Market Place,9.25%,0.95,Handnews,Handnews_300x250_RG_ATF,Haut,300 x 600,Rubicon,20354,-2.39%,ND,ND
2017/03/22,1640,1554,1.74,595708-10,AMS Market Place,94.76%,1.12,Allo Surf,AlloSurf_300x250_RG_ATF,Haut,300 x 600,Rubicon,NA,NA,ND,ND
2017/03/22,4162,1140,1.73,477700-57,AMS Market Place,27.39%,1.52,Rugby Amateur,RugbyAmateur_728x90_RG_ATF,Haut,970 x 250,Rubicon,4643,10.36%,ND,ND
2017/03/22,8743,1703,1.73,394190-67,AMS Market Place,19.48%,1.02,Actu Rugby,ActuRugby_1x1_MOB,Haut,320 x 480,Rubicon,NA,NA,ND,ND
2017/03/22,7925,1556,1.69,394154-10,AMS Market Place,19.63%,1.09,Hockey Hebdo,HockeyHebdo_300x250_RG_ATF,Haut,300 x 600,Rubicon,NA,NA,ND,ND
2017/03/22,14019,4411,1.68,395228-2,AMS Market Place,31.46%,0.38,Le Rugbynistere,Rugbynistere_728x90_RG_ATF,Haut,728 x 90,Rubicon,14533,3.54%,ND,ND
2017/03/22,12031,3660,1.6,393188-2,AMS Market Place,30.42%,0.44,Rugby Transferts,RugbyTransferts_728x90_RG_ATF,Haut,728 x 90,Rubicon,13522,11.03%,ND,ND
2017/03/22,15029,7223,1.58,394024-15,AMS Market Place,48.06%,0.22,Handnews,Handnews_300x250_RG_BTF,Bas,300 x 250,Rubicon,14664,-2.49%,ND,ND
2017/03/22,8848,4660,1.55,393188-15,AMS Market Place,52.67%,0.33,Rugby Transferts,RugbyTransferts_300x250_RG_ATF,Haut,300 x 250,Rubicon,9510,6.96%,ND,ND
2017/03/22,14956,6820,1.51,394190-15,AMS Market Place,45.60%,0.22,Actu Rugby,ActuRugby_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/22,7576,6412,1.5,529908-2,AMS Market Place,84.64%,0.23,Le Sport Dauphinois,LeSportDauphinois_728x90_BTF_RG,Bas,728 x 90,Rubicon,7447,-1.73%,ND,ND
2017/03/22,85187,4437,1.49,460250-15,AMS Market Place,5.21%,0.34,Football Club de Marseille,FCMarseille_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/22,11398,5721,1.43,392926-2,AMS Market Place,50.19%,0.25,Les Violets,AllezTFC_728x90_RG_BTF,Bas,728 x 90,Rubicon,12269,7.10%,ND,ND
2017/03/22,5549,4431,1.43,529908-10,AMS Market Place,79.85%,0.32,Le Sport Dauphinois,LeSportDauphinois_300x250_BTF_RG,Bas,300 x 600,Rubicon,5435,-2.10%,ND,ND
2017/03/22,13483,5221,1.32,394166-2,AMS Market Place,38.72%,0.25,Hockey Hebdo,HockeyHebdo_728x90_RG_BTF,Bas,728 x 90,Rubicon,13483,0.00%,ND,ND
2017/03/22,10433,1266,1.25,394008-57,AMS Market Place,12.13%,0.99,Handnews,Handnews_728x90_RG_ATF,Haut,970 x 250,Rubicon,10206,-2.22%,ND,ND
2017/03/22,13755,1504,1.08,460206-10,AMS Market Place,10.93%,0.72,Football Club de Marseille,FCMarseille_300x250_RG_ATF,Haut,300 x 600,Rubicon,14354,4.17%,ND,ND
2017/03/22,31997,5296,1.07,472004-43,AMS Market Place,16.55%,0.2,DZFOOT,DZFoot_320x50_RG_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/22,2803,2599,1.04,587624-10,AMS Market Place,92.72%,0.4,DZFoot,DZFoot_300x250_RG_ATF,Haut,300 x 600,Rubicon,NA,NA,ND,ND
2017/03/22,5666,3743,0.95,569748-2,AMS Market Place,66.06%,0.25,Plongeur,Plongeur_728x90_RG_BTF,Bas,728 x 90,Rubicon,NA,NA,ND,ND
2017/03/22,18077,4285,0.94,394466-43,AMS Market Place,23.70%,0.22,Le Rugbynistere,Rugbynistere_320x50_MOB_ATF,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/22,1052,619,0.93,393178-10,AMS Market Place,58.84%,1.5,Allo Surf,AlloSurf_300x250_RG_ATF,Haut,300 x 600,Rubicon,1229,14.40%,ND,ND
2017/03/22,5648,1888,0.92,392902-2,AMS Market Place,33.43%,0.49,Les Violets,AllezTFC_728x90_RG_ATF,Haut,728 x 90,Rubicon,5112,-10.49%,ND,ND
2017/03/22,26263,4514,0.92,394190-43,AMS Market Place,17.19%,0.2,Actu Rugby,ActuRugby_320x50_MOB_ATF,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/22,4513,4474,0.91,471996-15,AMS Market Place,99.14%,0.2,DZFoot,DZFoot_300x250_RG_ATF,Haut,300 x 250,Rubicon,4821,6.39%,ND,ND
2017/03/22,2938,804,0.91,392430-10,AMS Market Place,27.37%,1.13,Actu Rugby,ActuRugby_300x250_RG_ATF,Haut,300 x 600,Rubicon,2993,1.84%,ND,ND
2017/03/22,5048,3264,0.87,471996-58,AMS Market Place,64.66%,0.27,DZFoot,DZFoot_728x90_RG_ATF,Haut,1000 x 90,Rubicon,5905,14.51%,ND,ND
2017/03/22,6442,2974,0.8,393210-2,AMS Market Place,46.17%,0.27,Rugby Transferts,RugbyTransferts_728x90_RG_BTF,Bas,728 x 90,Rubicon,6795,5.19%,ND,ND
2017/03/22,7452,1726,0.8,393322-2,AMS Market Place,23.16%,0.46,Cahiers du Football,CahierDuFootball_728x90_RG_ATF,Haut,728 x 90,Rubicon,8063,7.58%,ND,ND
2017/03/22,3486,2894,0.75,392466-15,AMS Market Place,83.02%,0.26,Actu Rugby,ActuRugby_300x250_RG_BTF,Bas,300 x 250,Rubicon,3565,2.22%,ND,ND
2017/03/22,4720,2063,0.74,394400-15,AMS Market Place,43.71%,0.36,Handnews,Handnews_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/22,2010,602,0.71,477700-10,AMS Market Place,29.95%,1.18,Rugby Amateur,RugbyAmateur_300x250_RG_ATF,Haut,300 x 600,Rubicon,2096,4.10%,ND,ND
2017/03/22,18874,1706,0.66,394008-15,AMS Market Place,9.04%,0.39,Handnews,Handnews_300x250_RG_ATF,Haut,300 x 250,Rubicon,18914,0.21%,ND,ND
2017/03/22,1881,1171,0.6,477702-10,AMS Market Place,62.25%,0.51,Rugby Amateur,RugbyAmateur_300x250_RG_BTF,Bas,300 x 600,Rubicon,1946,3.34%,ND,ND
2017/03/22,6289,1667,0.59,394154-15,AMS Market Place,26.51%,0.35,Hockey Hebdo,HockeyHebdo_300x250_RG_ATF,Haut,300 x 250,Rubicon,6369,1.26%,ND,ND
2017/03/22,2807,2127,0.55,393782-9,AMS Market Place,75.77%,0.26,Footito,Footito_160x600_RG_ATF,Haut,160x600,Rubicon,2835,0.99%,ND,ND
2017/03/22,821,397,0.54,393766-10,AMS Market Place,48.36%,1.36,Trimes,Trimes_300x250_RG_ATF,Haut,300 x 600,Rubicon,369,-122.49%,ND,ND
2017/03/22,4147,874,0.51,393782-2,AMS Market Place,21.08%,0.58,Footito,Footito_728x90_RG_ATF,Haut,728 x 90,Rubicon,2508,-65.35%,ND,ND
2017/03/22,2891,383,0.5,393782-57,AMS Market Place,13.25%,1.31,Footito,Footito_728x90_RG_ATF,Haut,970 x 250,Rubicon,2942,1.73%,ND,ND
2017/03/22,13804,947,0.49,472004-67,AMS Market Place,6.86%,0.52,DZFOOT,DZFoot_1x1_inter_RG_MOB,Haut,320 x 480,Rubicon,NA,NA,ND,ND
